Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,Team ID,Opponent,Attendance
SP1,2019-12-22,15:00,Betis,Ath Madrid,1,2,A,LIG4,LIG2,Seville,LIG4,AtlÃ©tico Madrid,"52,017"
SP1,2020-01-03,18:00,Valladolid,Leganes,2,2,D,LIG18,LIG10,Valladolid,LIG18,LeganÃ©s,"21,492"
SP1,2020-01-03,20:00,Sevilla,Ath Bilbao,1,1,D,LIG15,LIG1,Seville,LIG15,Athletic Bilbao,"37,972"
SP1,2020-01-04,12:00,Valencia,Eibar,1,0,H,LIG17,LIG6,Valencia,LIG17,Eibar,"39,702"
SP1,2020-01-04,20:00,Espanol,Barcelona,2,2,D,LIG7,LIG3,Barcelona,LIG7,Barcelona,"33,562"
SP1,2020-01-04,15:00,Getafe,Real Madrid,0,3,A,LIG8,LIG14,Getafe,LIG8,Real Madrid,"15,426"
SP1,2020-01-04,17:30,Ath Madrid,Levante,2,1,H,LIG2,LIG11,Madrid,LIG2,Levante,"59,084"
SP1,2020-01-05,15:00,Alaves,Betis,1,1,D,LIG0,LIG4,Vitoria-Gasteiz,LIG0,Real Betis,"17,689"
SP1,2020-01-05,11:00,Granada,Mallorca,1,0,H,LIG9,LIG12,Granada,LIG9,Mallorca,"16,395"
SP1,2020-01-05,13:00,Sociedad,Villarreal,1,2,A,LIG16,LIG19,San Sebastian,LIG16,Villarreal,"31,538"
SP1,2020-01-05,20:00,Celta,Osasuna,1,1,D,LIG5,LIG13,Vigo,LIG5,Osasuna,"11,932"
SP1,2020-01-17,20:00,Leganes,Getafe,0,3,A,LIG10,LIG8,Leganes,LIG10,Getafe,"11,450"
SP1,2020-01-18,12:00,Levante,Alaves,0,1,A,LIG11,LIG0,Valencia,LIG11,Alavés,"16,848"
SP1,2020-01-18,20:00,Eibar,Ath Madrid,2,0,H,LIG6,LIG2,Eibar,LIG6,Atlético Madrid,"6,429"
SP1,2020-01-18,15:00,Real Madrid,Sevilla,2,1,H,LIG14,LIG15,Madrid,LIG14,Sevilla,"72,512"
SP1,2020-01-18,17:30,Osasuna,Valladolid,0,0,D,LIG13,LIG18,Pamplona,LIG13,Real Valladolid,"15,382"
