Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,
SP1,15/06/2020,21:00,Betis,Granada,2,2,D,LIG4,LIG9,Seville,
SP1,16/06/2020,18:30,Getafe,Espanol,0,0,D,LIG8,LIG7,Getafe,
SP1,16/06/2020,18:30,Villarreal,Mallorca,1,0,H,LIG19,LIG12,Villarreal,
SP1,16/06/2020,21:00,Barcelona,Leganes,2,0,H,LIG3,LIG10,Barcelona,
SP1,17/06/2020,18:30,Eibar,Ath Bilbao,2,2,D,LIG6,LIG1,Eibar,
SP1,17/06/2020,18:30,Valladolid,Celta,0,0,D,LIG18,LIG5,Valladolid,
SP1,17/06/2020,21:00,Osasuna,Ath Madrid,0,5,A,LIG13,LIG2,Pamplona,
SP1,18/06/2020,18:30,Alaves,Sociedad,2,0,H,LIG0,LIG16,Vitoria-Gasteiz,
SP1,18/06/2020,21:00,Real Madrid,Valencia,3,0,H,LIG14,LIG17,Madrid,
SP1,19/06/2020,18:30,Granada,Villarreal,0,1,A,LIG9,LIG19,Granada,
SP1,19/06/2020,18:30,Mallorca,Leganes,1,1,D,LIG12,LIG10,Palma,
SP1,19/06/2020,21:00,Sevilla,Barcelona,0,0,D,LIG15,LIG3,Seville,
SP1,20/06/2020,13:00,Espanol,Levante,1,3,A,LIG7,LIG11,Barcelona,
SP1,20/06/2020,16:00,Ath Bilbao,Betis,1,0,H,LIG1,LIG4,Bilbao,
SP1,20/06/2020,18:30,Getafe,Eibar,1,1,D,LIG8,LIG6,Getafe,
SP1,20/06/2020,21:00,Ath Madrid,Valladolid,1,0,H,LIG2,LIG18,Madrid,
SP1,21/06/2020,13:00,Celta,Alaves,6,0,H,LIG5,LIG0,Vigo,
SP1,21/06/2020,18:30,Valencia,Osasuna,2,0,H,LIG17,LIG13,Valencia,
SP1,21/06/2020,21:00,Sociedad,Real Madrid,1,2,A,LIG16,LIG14,San Sebastian,
SP1,22/06/2020,18:30,Villarreal,Sevilla,2,2,D,LIG19,LIG15,Villarreal,
SP1,22/06/2020,21:00,Leganes,Granada,0,0,D,LIG10,LIG9,Leganes,
SP1,23/06/2020,18:30,Levante,Ath Madrid,0,1,A,LIG11,LIG2,Valencia,
SP1,23/06/2020,18:30,Valladolid,Getafe,1,1,D,LIG18,LIG8,Valladolid,
SP1,23/06/2020,21:00,Barcelona,Ath Bilbao,1,0,H,LIG3,LIG1,Barcelona,
SP1,24/06/2020,18:30,Alaves,Osasuna,0,1,A,LIG0,LIG13,Vitoria-Gasteiz,
SP1,24/06/2020,18:30,Sociedad,Celta,0,1,A,LIG16,LIG5,San Sebastian,
SP1,24/06/2020,21:00,Real Madrid,Mallorca,2,0,H,LIG14,LIG12,Madrid,
SP1,25/06/2020,18:30,Eibar,Valencia,1,0,H,LIG6,LIG17,Eibar,
SP1,25/06/2020,21:00,Betis,Espanol,1,0,H,LIG4,LIG7,Seville,
SP1,26/06/2020,21:00,Sevilla,Valladolid,1,1,D,LIG15,LIG18,Seville,
SP1,27/06/2020,13:00,Ath Bilbao,Mallorca,3,1,H,LIG1,LIG12,Bilbao,
SP1,27/06/2020,16:00,Celta,Barcelona,2,2,D,LIG5,LIG3,Vigo,
SP1,27/06/2020,18:30,Osasuna,Leganes,2,1,H,LIG13,LIG10,Pamplona,
SP1,27/06/2020,21:00,Ath Madrid,Alaves,2,1,H,LIG2,LIG0,Madrid,
SP1,28/06/2020,13:00,Levante,Betis,4,2,H,LIG11,LIG4,Valencia,
SP1,28/06/2020,16:00,Villarreal,Valencia,2,0,H,LIG19,LIG17,Villarreal,
SP1,28/06/2020,18:30,Granada,Eibar,1,2,A,LIG9,LIG6,Granada,
SP1,28/06/2020,21:00,Espanol,Real Madrid,0,1,A,LIG7,LIG14,Barcelona,
SP1,29/06/2020,21:00,Getafe,Sociedad,2,1,H,LIG8,LIG16,Getafe,
SP1,30/06/2020,18:30,Mallorca,Celta,5,1,H,LIG12,LIG5,Palma,
SP1,30/06/2020,20:00,Leganes,Sevilla,0,3,A,LIG10,LIG15,Leganes,
SP1,30/06/2020,21:00,Barcelona,Ath Madrid,2,2,D,LIG3,LIG2,Barcelona,
SP1,1/7/20,18:30,Alaves,Granada,0,2,A,LIG0,LIG9,Vitoria-Gasteiz,
SP1,1/7/20,18:30,Valencia,Ath Bilbao,0,2,A,LIG17,LIG1,Valencia,
SP1,1/7/20,21:00,Betis,Villarreal,0,2,A,LIG4,LIG19,Seville,
SP1,1/7/20,21:00,Valladolid,Levante,0,0,D,LIG18,LIG11,Valladolid,
SP1,2/7/20,18:30,Eibar,Osasuna,0,2,A,LIG6,LIG13,Eibar,
SP1,2/7/20,18:30,Sociedad,Espanol,2,1,H,LIG16,LIG7,San Sebastian,
SP1,2/7/20,21:00,Real Madrid,Getafe,1,0,H,LIG14,LIG8,Madrid,
SP1,3/7/20,21:00,Ath Madrid,Mallorca,3,0,H,LIG2,LIG12,Madrid,
SP1,4/7/20,16:00,Celta,Betis,1,1,D,LIG5,LIG4,Vigo,
SP1,4/7/20,18:30,Valladolid,Alaves,1,0,H,LIG18,LIG0,Valladolid,
SP1,4/7/20,21:00,Granada,Valencia,2,2,D,LIG9,LIG17,Granada,
SP1,5/7/20,13:00,Ath Bilbao,Real Madrid,0,1,A,LIG1,LIG14,Bilbao,
SP1,5/7/20,16:00,Espanol,Leganes,0,1,A,LIG7,LIG10,Barcelona,
SP1,5/7/20,18:30,Osasuna,Getafe,0,0,D,LIG13,LIG8,Pamplona,
SP1,5/7/20,21:00,Villarreal,Barcelona,1,4,A,LIG19,LIG3,Villarreal,
SP1,6/7/20,18:30,Levante,Sociedad,1,1,D,LIG11,LIG16,Valencia,
SP1,6/7/20,21:00,Sevilla,Eibar,1,0,H,LIG15,LIG6,Seville,
SP1,7/7/20,18:30,Valencia,Valladolid,2,1,H,LIG17,LIG18,Valencia,
SP1,7/7/20,21:00,Celta,Ath Madrid,1,1,D,LIG5,LIG2,Vigo,
SP1,8/7/20,19:30,Betis,Osasuna,3,0,H,LIG4,LIG13,Seville,
SP1,8/7/20,19:30,Getafe,Villarreal,1,3,A,LIG8,LIG19,Getafe,
SP1,8/7/20,21:00,Barcelona,Espanol,1,0,H,LIG3,LIG7,Barcelona,
SP1,9/7/20,18:30,Eibar,Leganes,0,0,D,LIG6,LIG10,Eibar,
SP1,9/7/20,18:30,Mallorca,Levante,2,0,H,LIG12,LIG11,Palma,
SP1,9/7/20,21:00,Ath Bilbao,Sevilla,1,2,A,LIG1,LIG15,Bilbao,
SP1,10/7/20,18:30,Sociedad,Granada,2,3,A,LIG16,LIG9,San Sebastian,
SP1,10/7/20,21:00,Real Madrid,Alaves,2,0,H,LIG14,LIG0,Madrid,
SP1,11/7/20,16:00,Osasuna,Celta,2,1,H,LIG13,LIG5,Pamplona,
SP1,11/7/20,18:30,Valladolid,Barcelona,0,1,A,LIG18,LIG3,Valladolid,
SP1,11/7/20,21:00,Ath Madrid,Betis,1,0,H,LIG2,LIG4,Madrid,
SP1,12/7/20,13:00,Espanol,Eibar,0,2,A,LIG7,LIG6,Barcelona,
SP1,12/7/20,16:00,Levante,Ath Bilbao,1,2,A,LIG11,LIG1,Valencia,
SP1,12/7/20,18:30,Leganes,Valencia,1,0,H,LIG10,LIG17,Leganes,
SP1,12/7/20,21:00,Sevilla,Mallorca,2,0,H,LIG15,LIG12,Seville,
SP1,13/07/2020,18:30,Alaves,Getafe,0,0,D,LIG0,LIG8,Vitoria-Gasteiz,
SP1,13/07/2020,18:30,Villarreal,Sociedad,1,2,A,LIG19,LIG16,Villarreal,
SP1,13/07/2020,21:00,Granada,Real Madrid,1,2,A,LIG9,LIG14,Granada,
